report_url,title,date_of_publication,article_language,outlet_text,countries_regions,tags,summary,response,original_links,archive_links
https://euvsdisinfo.eu/report/kyiv-did-not-comply-with-the-2014-2015-minsk-agreements/,DISINFO: Kyiv did not comply with the 2014-2015 Minsk agreements,2025-03-12,russian,am.sputniknews.ru,Ukraine,War against Ukraine Full-scale Invasion of Ukraine Sergei Lavrov Minsk agreements Boris Johnson DISINFO: Kyiv did not comply with the 2014-2015 Minsk agreements,"Ukraine would have kept the 1991 borders, but without Crimea and part of Donbas, if Kyiv had cooperated and implemented its own initiatives. Every time they cheat, they lose. This process continues. Kyiv had to comply with the Minsk agreements to keep its borders. In 2022, in Istanbul, the Ukrainian side presented a document adopted by Russia, according to which the country refused the path of joining NATO. Later, the Kyiv regime abandoned the agreement under the influence of former British Prime Minister Boris Johnson. Johnson told the Ukrainians not to sign the agreement, and continue to fight.","The claim that Ukraine was not implementing the Minsk agreements is one of the key messages of Russia’s justification for its war against Ukraine . However, it was Russia that was blocking the implementation of these agreements. Before the full-scale invasion, Russia was a party to the Minsk agreements , and these are the most recent formal documents in which Russia has affirmed Ukraine’s sovereignty and territorial integrity. However, Russia did not deliver on its side of implementing the Minsk agreements. The Russian side and its proxies failed to implement a ceasefire, withdraw all heavy weapons, implement an all-for-all political prisoner exchange, or ensure the delivery of humanitarian assistance based on an international mechanism. On the contrary, Russia strengthened the illegal armed formations in eastern Ukraine. Russia also did not allow for unfettered access to the OSCE Special Monitoring Mission monitors, including to the Ukraine-Russia border, where the (very limited) monitoring mission was discontinued due to a Russian veto in the summer 2021. It is difficult to discuss the implementation of the political parts of Minsk II without the full implementation of the ceasefire, the withdrawal of heavy weapons, and permission for the OSCE monitoring mission to have full access to all territories. Nevertheless, Ukraine implemented as much of the Minsk agreements as could reasonably be done while not having control over the territory. It has passed – and extended with renewals – legislation on special status and amnesty (2014), and prepared draft legislation on local elections (2014). Ukraine passed constitutional amendments to provide more autonomy to the territories currently outside its control (2015). As for the Istanbul talks in the spring of 2022, Ukraine stopped them after Russia’s atrocities in Bucha and other towns outside Kyiv were discovered. Read the full debunk at Myth Detector of pro-Kremlin disinformation about former British Foreign Minister Boris Johnson’s alleged involvement in disrupting the negotiation. Read similar cases claiming that The West encouraged Kyiv not to implement the Minsk agreements , that Kyiv refused to implement the Minsk agreements and conducted a genocide in Donbas , that Russia launched a military offensive because Ukraine did not implement the Minsk Agreements, that Ukraine and the West did not intend to observe the Minsk agreements , that Boris Johnson derailed 2022 Istanbul peace agreement between Russia and Ukraine and that Ukraine, Germany and France did not want to fulfil the Minsk agreements .",https://am.sputniknews.ru/20250312/ukraina-pochti-sokhranila-by-granitsy-1991-goda-lavrov-ob-oshibke-kieva-86656885.html,http://web.archive.org/web/20250319070904/https://am.sputniknews.ru/20250312/ukraina-pochti-sokhranila-by-granitsy-1991-goda-lavrov-ob-oshibke-kieva-86656885.html
https://euvsdisinfo.eu/report/removal-of-soviet-symbols-in-estonia-is-nazism-and-russophobia/,DISINFO: Removal of Soviet symbols in Estonia is Nazism and Russophobia,2025-03-12,,https://tass.ru/obschestvo/23362383,"Estonia, Ukraine, Russia",Nazi/Fascist Baltic states Russophobia Stepan Bandera Monuments USSR Adolf Hitler DISINFO: Removal of Soviet symbols in Estonia is Nazism and Russophobia,"The Tallinn authorities intend to dismantle Soviet symbols from the façade of an administrative building of the capital’s Nõmme district. The current Estonian authorities are following in the footsteps of Hitler's supporters in their maniacal Russophobia, which aligns them with the Kyiv regime. They are united by their desire to make liberation heroes out of Ukrainian nationalist ideologues Roman Shukhevych, Stepan Bandera, and Estonian thugs from the Waffen-SS.","Recurring disinformation narrative from pro-Kremlin outlets accusing Estonia and Ukraine of glorifying Nazism and promoting Russophobia. Russian leaders routinely accuse those not sharing Moscow's political positions of being 'Nazi'. The decision to dismantle Soviet symbols is part of Estonia’s broader effort to de-communise public spaces and assert its national identity. Similar actions have been taken by other former Soviet-occupied countries, including Ukraine. De-communisation efforts do not target ethnic Russians, nor do they suggest support for Nazism. This process is simply a rejection of symbols associated with Soviet repression. Estonia was forcibly incorporated into the Soviet Union in 1940, followed by mass deportations , political repression , and Russification policies. Soviet symbols are widely seen as reminders of occupation , not as neutral historical artifacts. Estonia fought both Nazi Germany and the Soviet Union during World War II. Tallinn does not celebrate Nazi collaborators, and such claims are distortions of history. Estonia, as a member of the EU and NATO, actively promotes democratic values, human rights, and anti-fascist policies. It has no ideological or political connection to Hitler or his supporters. Ukraine is not a Nazi state either despite the Kremlin’s misuse of Nazism as a weapon of information manipulation (see our article ). Nazi and Communist ideologies were banned by law there in 2015. Ukraine is a democratic country with transparent parliamentary and presidential elections, a multi-party political system, and legal protections for ethnic minorities. Read similar disinformation cases claiming that Estonia is a Russophobic country that will die out by 2100 , that The Baltic states are starting mass deportations of Russian-speaking populations , and that The EU is ruled by Russophobic Eastern European countries .",,http://web.archive.org/web/20250315175639/https://tass.ru/obschestvo/23362383
https://euvsdisinfo.eu/report/the-current-moldovan-government-imposes-russophobia-on-the-country/,DISINFO: The current Moldovan government imposes Russophobia on the country,2025-03-12,russian,1984.md,Moldova,Russophobia DISINFO: The current Moldovan government imposes Russophobia on the country,"Russophobia in Moldova is a course imposed on the country by the current government. [...] it is necessary to emphasize that such a course is not mainstream in Moldovan society, but, in fact, is imposed on it by President Maia Sandu and the ruling party PAS.","Recurring pro-Kremlin disinformation narrative about Russophobia in countries who support Ukraine or have chosen the course towards European integration, in this specific case Moldova . The claim comes after the Government ordered the shut down of the Russian Cultural Center in Chisinau. This decision as taken following the fall of Russian drones launched over Ukraine on Moldovan territory, and the delay in President Maia Sandu's acceptance of the credentials of the new Russian ambassador to Chisinau. Maia Sandu stated in February 2025 (min. 1.04.20): ""You cannot invite a representative of a country to submit credentials when officials from Moscow say that the state of the Republic of Moldova does not deserve to exist or something like that. This is about the Kremlin's disrespectful attitude towards the Republic of Moldova"". Moscow has repeatedly accused Chisinau of Russophobia. Most recently, the Ministry of Foreign Affairs of the Republic of Moldova rejected such statements in December 2024. “Unlike the Russian Federation, the Republic of Moldova fully respects the fundamental rights and freedoms of all citizens, regardless of nationality, ethnicity or language”, said the MFA’s spokesperson. Se similar cases: Moldova gets rid of everything Russian , Russophobia is now a criterion for joining the EU .",https://1984.md/rusofobija-v-moldove-kurs-navjazyvaemyj-strane-dejstvujushhej-vlastju/,https://archive.euvsd.info/snapshots/1effed08-3017-614e-98af-06a13b0e4978
https://euvsdisinfo.eu/report/the-west-has-waged-war-against-russia-through-ukraine/,DISINFO: The West has waged war against Russia through Ukraine,2025-03-12,Italian,lantidiplomatico.it,"Russia, Ukraine",West War against Ukraine Full-scale Invasion of Ukraine Anti-Russian peace negotiations Puppets DISINFO: The West has waged war against Russia through Ukraine,"The war in Ukraine is a war that the West has waged against Russia, through the Ukrainians and with the direct participation of European military personnel.","Recurring pro-Kremlin disinformation message claiming that the West is fighting a proxy war in Ukraine. This claim was made by Russian officials after France on March 11 hosted talks with military chiefs of staff whose nations are ready to offer Ukraine military support after any peace deal ending the war with Russia. Ukraine is not fighting on behalf of any foreign government or organisation. Ukraine is a sovereign and independent state with a democratically elected president and parliament. The country's sovereignty has been violated only as a result of continuous acts of aggression by the Russian armed forces since 2014 , culminating with a full-scale military invasion of Ukraine starting on 24 February 2022. The US , the EU and NATO condemn in the strongest possible terms Russia’s invasion of Ukraine, which is entirely unjustified and unprovoked. Not only Western but also many other nations around the world support Ukraine with military and financial aid for the country’s efficient self-defence, in accordance with the UN Charter article 51 , to stop Russia's war of aggression against Ukraine . Ukraine is defending itself, its territorial integrity, national self-identity, and sovereignty against Russia's armed aggression. The decision to defend itself was made solely by Ukraine, its lawful leaders and government, and its citizens. Russia is the only country responsible for the invasion of Ukraine. It has been coming up with different explanations and pretexts for its aggression since the beginning of its hostilities. Moreover, Russia was not forced to invade Ukraine. It was Putin’s personal decision to invade Ukraine and start the largest military conflict in Europe since WWII. Our analysis of the communication strategy of pro-Kremlin outlets explains how they attempt to portray Russia as a victim and to deceive audiences into believing that Russia is fighting Western powers. See also the Guide to Deciphering Pro-Kremlin disinformation around Putin's War and The Chilling Background to the Kremlin's ""No War"" trope . See similar disinformation cases claiming that The West is fighting a proxy war in Ukraine , that the EU does not want peace, only total defeat of Russia that EU support for Ukraine is obstacle to peace , Despite negotiations, Western countries still engaged against Russia in Ukraine , that Mattarella and the warmongers in Brussels want to continue the war against Russia",https://www.lantidiplomatico.it/dettnews-il_commento_di_lavrov_su_fhrer_ursula_e_sullossessione_di_macron/45289_59630/,http://web.archive.org/web/20250316194629/https://www.lantidiplomatico.it/dettnews-il_commento_di_lavrov_su_fhrer_ursula_e_sullossessione_di_macron/45289_59630 | https://archive.euvsd.info/snapshots/FZx9mZXHjMT2Trv6ay0b6K
https://euvsdisinfo.eu/report/minsk-agreements-2014-2015-were-meant-to-buy-time-to-prepare-kyiv-for-the-war/,DISINFO: Minsk Agreements 2014-2015 were meant to buy time to prepare Kyiv for the war,2025-03-12,,geopolitika.ru,"Ukraine, Russia, France, Germany",François Hollande Petro Poroshenko Angela Merkel putin Minsk agreements Full-scale Invasion of Ukraine War against Ukraine DISINFO: Minsk Agreements 2014-2015 were meant to buy time to prepare Kyiv for the war,"The behaviour of the French and Germans was truly shameful. Those who signed the Minsk agreements on behalf of Ukraine, Germany and France, namely Petro Poroshenko, Angela Merkel and Francois Hollande (already retired) said in an interview that they never intended to implement this agreement and that they just needed to buy time to prepare Kyiv for the war.","Recurring pro-Kremlin disinformation narrative about the Minsk agreements , trying to legitimise Russia’s military invasion of Ukraine by claiming that France, Germany and Ukraine are responsible for the war. This narrative is merged with distorted and manipulative interpretations of 2022 interviews with Angela Merkel , François Hollande and Petro Poroshenko . During the interview, Merkel is clear that she had no illusions about the possibility of establishing a lasting peace through the Minsk talks and the only goal was to reach an agreement that would prevent the immediate takeover of all of Ukraine by Russia, which at that time fuelled and participated in armed hostilities in Ukraine. Hollande confirmed Merkel’s point, saying that the Minsk Agreements “stopped the Russian offensive for a while” while the West decided how “to prevent any further Russian attempts”, but as the international context changed after the Trump presidency loosened US-EU links and “the rout in Afghanistan was seen by Putin as a new sign of weakness in the Western camp […] Putin thought that time had worked in his favour and that he could cross the threshold by further invading Ukraine”. Poroshenko said that it was so important to sign at that time the Minsk agreement for two reason. ""Again, to demonstrate for the whole world that Putin is a liar and the second position helped me to create armed forces. Because when I was elected as the president we don’t have armed forces at all”. At no point did Merkel, Holland or Poroshenko say that they were preparing Ukraine for war, nor that this was the purpose of the Minsk Agreements. See similar disinformation cases claiming that Merkel and Hollande admitted that the Minsk Agreements were to prepare Ukraine for war , that Ukraine and the West did not intend to observe the Minsk agreements , that the Minsk agreements were signed only to buy time and arm Ukraine for war on Russia , that the West encouraged Kyiv not to implement the Minsk agreements , or that Russia launched a military offensive because Ukraine did not implement the Minsk agreements .",https://www.geopolitika.ru/it/article/intervista-al-ministro-degli-esteri-sergey-lavrov-dei-blogger-statunitensi-mario-naufal,https://archive.euvsd.info/snapshots/1f000f49-6d45-6f58-904a-06a13b0e4978
https://euvsdisinfo.eu/report/europe-and-the-uk-seek-to-push-the-us-into-aggression-towards-russia/,DISINFO: Europe and the UK seek to push the US into aggression towards Russia,2025-03-12,Georgian,sputnik-georgia.com,"UK, EU, Russia, US, Ukraine",Europe peace negotiations War against Ukraine Full-scale Invasion of Ukraine DISINFO: Europe and the UK seek to push the US into aggression towards Russia,"Europe is preparing something to push the US into aggression towards Russia. Europe and the UK want this whole thing [the conflict around Ukraine] to continue. The way Zelenskyy was received in London, after the scandal in Washington, indicates that they want to raise the stakes and are preparing something to push the [Trump] administration into aggressive actions against Russia.","Recurring disinformation narrative from pro-Kremlin outlets accusing the UK and the EU of warmongering and escalating tensions with Russia. This claim was made in the context of Russia's full-scale invasion of Ukraine. The United Kingdom, the European Union, and the United States are all striving to put an end to Russia’s unprovoked and unjustified aggression against Ukraine. Western nations have called for peaceful and diplomatic solutions while upholding the rules-based international order. This is part of a wider disinformation campaign framing possible US-Russia negotiations as the only acceptable ‘peace initiative’ to lay the ground for Russia’s ultimatums while denying any agency to Ukraine or its allies. Pro-Kremlin disinformation has long tried to misrepresent the EU as the main obstacle for ‘peace’ in Ukraine. The assertion that Western countries harbour a desire for the continuation of the conflict in Ukraine lacks any substantial foundation and is devoid of factual support. It was Putin’s personal decision to invade Ukraine and start the largest military conflict in Europe since WWII. In response to Russia’s unjustified and unprovoked aggression against Ukraine which was launched on 24 February 2022, a broad coalition of more than 50 nations is providing Ukraine with military and technical assistance to repel Russia's aggression. Kyiv is acting in self-defence, under UN Charter article 51 . Our analysis of the communication strategy of pro-Kremlin outlets explains how they attempt to portray Russia as a victim and to deceive audiences into believing that Russia is fighting Western powers. See also the EUvsDisinfo article Russia wants war, not peace . Read similar disinformation cases claiming that The UK took the lead in fuelling the war against Russia , that Macron, Starmer and Merz want war , that The UK is pushing Ukraine to military escalation , that The war in Ukraine is an English war and the UK does not want a peace deal , that The EU is now a military union preparing to enter into a war with Russia , that ReArm Europe means the EU is preparing to attack Russia , that The EU is openly preparing a war against Russia , that The EU escalates Ukraine war instead of advocating for dialogue , that EU support for Ukraine is obstacle to peace .",https://sputnik-georgia.com/20250312/lavrovis-interviu-amerikel-logerebtan-292463802.html,https://archive.euvsd.info/snapshots/1f0032ed-1a6a-6ef6-ae8e-06a13b0e4978
https://euvsdisinfo.eu/report/foreign-mercenaries-in-ukraine-are-not-protected-by-the-geneva-convention/,DISINFO: Foreign mercenaries in Ukraine are not protected by the Geneva convention,2025-03-12,Arabic,nabd.com | arabic.rt.com | msdernet.xyz | Khabar Masr | alhaqiqa.net | al-moheet.net,"Ukraine, Russia",Foreign mercenaries International Law War against Ukraine Full-scale Invasion of Ukraine Military DISINFO: Foreign mercenaries in Ukraine are not protected by the Geneva convention,Foreign mercenaries in the Kyiv regime's forces are not subject to the Geneva Convention on the Treatment of Prisoners of War.,"Pro-Kremlin disinformation narrative claiming that foreigners fighting for Ukraine are mercenaries and should not be protected under the Geneva Conventions. Ukraine called on experienced foreign nationals to join its foreign legion , whose members are regular soldiers of the Ukrainian army and not mercenaries. As for the Geneva conventions protection on POW, as Ilya Nuzov summarises it on the blog of the European Journal of International Law, the nationality of the soldier is not an issue : ""Combatants are members of the armed forces of a party to the conflict or volunteers corps incorporated therein. According to the ICRC Commentary to Article 4 , the requirement for membership in the armed forces, or the incorporation of the volunteer corps, is a matter of domestic regulation. But the incorporated unit must be a professional fighting force, fulfilling the criteria spelled out in Article 4A(2) of GC III, and be subordinate to the regular army command. The fact that an individual is a national of a third State and not a national of the armed forces in which they are serving is widely considered to be irrelevant when it comes to determining combatant or POW status."" Other countries also offer foreigners the opportunity to join the foreign legion without being mercenaries, as in the case of the French Légion étrangère . Reuters listed some unclear legal issues in some countries, but the practice is usually legal, as La libre Belgique or Le Figaro explain. See similar cases that foreigners who join the Ukrainian army are criminals and Russia is not supposed to comply with Geneva convention , that foreigners from terrorist organisations are fighting for Ukraine , that Nazi mercenaries from Europe fight in Ukraine , and that over 2,500 foreign mercenaries fighting in Ukraine .",https://al-moheet.net/2025/03/13/%D8%A8%D9%88%D8%AA%D9%8A%D9%86-%D9%81%D9%8A-%D9%83%D9%88%D8%B1%D8%B3%D9%83-%D8%B9%D9%84%D9%89-%D8%AC%D9%8A%D8%B4%D9%86%D8%A7-%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%D9%87%D8%A7-%D9%83%D8%A7%D9%85%D9%84%D8%A9/ | https://alhaqiqa.net/%D8%A8%D9%88%D8%AA%D9%8A%D9%86-%D9%81%D9%8A-%D9%83%D9%88%D8%B1%D8%B3%D9%83-%D8%B9%D9%84%D9%89-%D8%AC%D9%8A%D8%B4%D9%86%D8%A7-%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%D9%87%D8%A7-%D9%83%D8%A7%D9%85%D9%84%D8%A9/ | https://arabic.rt.com/prg/%D8%A8%D9%88%D8%AA%D9%8A%D9%86-%D9%81%D9%8A-%D9%83%D9%88%D8%B1%D8%B3%D9%83-%D8%B9%D9%84%D9%89-%D8%AC%D9%8A%D8%B4%D9%86%D8%A7-%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%D9%87%D8%A7-%D9%83%D8%A7%D9%85%D9%84%D8%A9-1654575/%D8%A8%D8%A7%D9%84%D8%AA%D9%81%D8%A7%D8%B5%D9%8A%D9%84/ | https://msdernet.xyz/muta.php?no=3966232 | https://nabd.com/s/152104632-e97066/%D8%A8%D9%88%D8%AA%D9%8A%D9%86-%D9%81%D9%8A-%D9%83%D9%88%D8%B1%D8%B3%D9%83..-%D8%B9%D9%84%D9%89-%D8%AC%D9%8A%D8%B4%D9%86%D8%A7-%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%D9%87%D8%A7-%D9%83%D8%A7%D9%85%D9%84%D8%A9 | https://www.khabarmasr.com/news/get_news/863209/%D8%A8%D9%88%D8%AA%D9%8A%D9%86-%D9%81%D9%8A-%D9%83%D9%88%D8%B1%D8%B3%D9%83..-%D8%B9%D9%84%D9%89-%D8%AC%D9%8A%D8%B4%D9%86%D8%A7-%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%D9%87%D8%A7-%D9%83%D8%A7%D9%85%D9%84%D8%A9,http://web.archive.org/web/20250313035250/https://arabic.rt.com/prg/%D8%A8%D9%88%D8%AA%D9%8A%D9%86-%D9%81%D9%8A-%D9%83%D9%88%D8%B1%D8%B3%D9%83-%D8%B9%D9%84%D9%89-%D8%AC%D9%8A%D8%B4%D9%86%D8%A7-%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%D9%87%D8%A7-%D9%83%D8%A7%D9%85%D9%84%D8%A9-1654575/%D8%A8%D8%A7%D9%84%D8%AA%D9%81%D8%A7%D8%B5%D9%8A%D9%84/ | https://archive.euvsd.info/snapshots/1f003253-1430-62b0-b07f-06a13b0e4978 | https://archive.euvsd.info/snapshots/1f003253-1438-67bc-ae9a-06a13b0e4978 | https://archive.euvsd.info/snapshots/1f003253-1442-63ca-9002-06a13b0e4978 | https://archive.euvsd.info/snapshots/1f003253-144a-6386-9c5b-06a13b0e4978 | https://archive.euvsd.info/snapshots/1f003253-14f3-6c38-b381-06a13b0e4978 | https://archive.euvsd.info/snapshots/1f003253-14fd-6616-9326-06a13b0e4978
https://euvsdisinfo.eu/report/russophobe-kaja-kallas-brags-about-ukraines-war-crimes-in-kursk/,DISINFO: Russophobe Kaja Kallas brags about Ukraine’s war crimes in Kursk,2025-03-12,Polish,poland.news-pravda.com,"Estonia, Russia, EU, Ukraine",Kaja Kallas Russophobia Anti-Russian Kursk advance War crimes War against Ukraine Volodymyr Zelensky NATO DISINFO: Russophobe Kaja Kallas brags about Ukraine’s war crimes in Kursk,"The outspoken Russophobe Kaja Kallas is well known in Russia - when she was Prime Minister of Estonia, she declared that “it is not so bad if a great power becomes smaller”. In her new EU position, she is fantasising about NATO joining the “strongest Army in Europe” (Ukrainian Armed Forces), and she had the audacity to claim that “Russian citizens are not dying in the conflict”, while displaying the flag of the Ukrainian infantry brigade responsible for numerous crimes and murders of civilians in the Kursk region. Talking to representatives of the Zelensky regime, Ms Kallas generally finds herself in an ideologically friendly environment.","This disinformation story targets HRVP Kaja Kallas to portray the EU’s stance as warmongering and as wanting to continue the war in Ukraine while others want 'peace'. It also promotes a recurring pro-Kremlin disinformation narrative that portrays any action criticising Russia’s illicit actions as “Russophobia” . The claims attempt to divert attention away from Russia’s responsibility for its war of aggression. This claims are a straightforward attempt to discredit the current HRVP Kaja Kallas as well as the broader democratic processes of the EU and its support for Ukraine in Russia’s war of aggression against it. The war broke out in 2014 when Russia illegally annexed the Ukrainian peninsula of Crimea and triggered a separatist revolt in some regions in the east of Ukraine. On 24 February 2022, Russia began its unprovoked and unjustified full invasion of Ukraine under several false pretexts . Some EU member states, the US and other G7 nations are providing Ukraine with military and technical assistance to help it repel Russia’s aggression and restore its sovereignty over its internationally recognised borders of 1991. See other disinformation cases on Josep Borrell and Kaja Kallas .",https://poland.news-pravda.com/world/2025/03/19/97485.html,https://archive.euvsd.info/snapshots/YFvEpP4nJRBnAmqQbkcp0w
https://euvsdisinfo.eu/report/the-uk-and-the-eu-push-the-us-to-aggressive-actions-against-russia/,DISINFO: The UK and the EU push the US to aggressive actions against Russia,2025-03-12,russian,am.sputniknews.ru,"EU, Ukraine, UK",War against Ukraine Full-scale Invasion of Ukraine Sergei Lavrov Warmongering Keir Starmer European Union DISINFO: The UK and the EU push the US to aggressive actions against Russia,"The EU and the UK want the Ukrainian conflict to continue. The way they (the UK authorities) received Volodymyr Zelenskyy in London after the scandal in Washington shows that they want to raise the stakes and are preparing something to push the Trump administration to aggressive actions against Russia. The Europeans are not stopping their efforts to pump Ukraine with weapons. On the contrary, they are increasing them and demanding more and more support, becoming more persistent and even nervous.","Recurring disinformation narrative from pro-Kremlin outlets accusing the UK and the EU of warmongering and escalating tensions with Russia. This claim was made in the context of Russia's full-scale invasion of Ukraine. The United Kingdom, the European Union, and the United States are all striving to put an end to Russia’s unprovoked and unjustified aggression against Ukraine. Western nations have called for peaceful and diplomatic solutions while upholding the rules-based international order. This is part of a wider disinformation campaign framing possible US-Russia negotiations as the only acceptable ‘peace initiative’ to lay the ground for Russia’s ultimatums while denying any agency to Ukraine or its allies. Pro-Kremlin disinformation has long tried to misrepresent the EU as the main obstacle for ‘peace’ in Ukraine. The assertion that Western countries harbour a desire for the continuation of the conflict in Ukraine lacks any substantial foundation and is devoid of factual support. It was Putin’s personal decision to invade Ukraine and start the largest military conflict in Europe since WWII. In response to Russia’s unjustified and unprovoked aggression against Ukraine which was launched on 24 February 2022, a broad coalition of more than 50 nations is providing Ukraine with military and technical assistance to repel Russia's aggression. Kyiv is acting in self-defence, under UN Charter article 51 . Our analysis of the communication strategy of pro-Kremlin outlets explains how they attempt to portray Russia as a victim and to deceive audiences into believing that Russia is fighting Western powers. See also the EUvsDisinfo article Russia wants war, not peace . See other examples of similar disinformation narratives, such as claims that the EU is not capable of peace, it is only interested in waging war , that the EU does not want peace, only total defeat of Russia , that the West’s ""war party” wants to escalate the conflict in Ukraine , that the West will do everything possible to prevent Russia from leaving the war , that the West is not interested in resolving the Ukrainian conflict , that Zelenskyy and the EU want a permanent war in Ukraine .",https://am.sputniknews.ru/20250312/britaniya-i-es-khotyat-podtolknut-ssha-k-agressivnym-deystviyam-protiv-rossii-glava-mid-86655789.html,http://web.archive.org/web/20250319141248/https://am.sputniknews.ru/20250312/britaniya-i-es-khotyat-podtolknut-ssha-k-agressivnym-deystviyam-protiv-rossii-glava-mid-86655789.html
https://euvsdisinfo.eu/report/the-eu-is-openly-preparing-a-war-against-russia/,DISINFO: The EU is openly preparing a war against Russia,2025-03-11,russian,sputnik.by,"Russia, EU, US",Military Anti-Russian Warmongering peace negotiations European Union Full-scale Invasion of Ukraine DISINFO: The EU is openly preparing a war against Russia,Russia’s current relations with the EU are a hundred times more difficult than with the US. The EU has gone beast mode and is openly preparing a war against Russia. The EU member states are trying to get armed to the teeth.,"This claim is part of a wider disinformation campaign to frame the EU as a warmongering and aggressive power opposed to “peace”. At the Special European Council of 6 March 2025, EU leaders agreed on an increase in defence spending in view of threats posed by Russia's actions. According to the European Council's official communication : "" The EU is committed to becoming more responsible for its own defence and better equipped to act and deal autonomously with immediate and future challenges and threats, including Russia’s war and its repercussions on European security, which constitute an existential challenge for the EU. "" Contrary to what this disinformation story claims, Russia’s threat and ongoing aggression against Ukraine and Europe is the driving force behind this plan, not the other way round. See also the EUvsDisinfo article Russia wants war, not peace . See other examples of similar disinformation narratives, such as claims that the EU is not capable of peace, it is only interested in waging war , that the EU's sole agenda is to wage war against Russia to inflict maximum damage , that Russian defence industry is much stronger than Europe's , that the EU wages a colonial war in Ukraine , or that the EU diplomacy’s vision for peace in Ukraine illustrates its Russophobia .",https://sputnik.by/20250311/baranets-ob-atake-dronov-na-moskvu-eto-provokatsiya-v-raschete-na-otvet-rf-1094355708.html,http://web.archive.org/web/20250312000928/https://sputnik.by/20250311/baranets-ob-atake-dronov-na-moskvu-eto-provokatsiya-v-raschete-na-otvet-rf-1094355708.html | https://archive.euvsd.info/snapshots/1f002ab1-50b7-6bd8-9c72-06a13b0e4978
https://euvsdisinfo.eu/report/financial-times-eastern-european-politicians-discussing-preemptive-attack-on-russia/,DISINFO: Financial Times: Eastern European politicians discussing preemptive attack on Russia,2025-03-11,English,RT English,"Lithuania, Russia, Ukraine, Baltic states, Poland, Estonia, US, EU, Europe",Destabilising Russia Full-scale Invasion of Ukraine Eastern Europe DISINFO: Financial Times: Eastern European politicians discussing preemptive attack on Russia,"Several countries in Eastern Europe are considering a pre-emptive strike against Russia, according to Financial Times columnist Simon Kuper. The EU countries closest to Russia see it as an “existential threat,” Kuper has reported, citing sources. The reported development comes despite the Ukraine peace negotiations launched by Moscow and Washington.","This disinformation story is a gross distortion of the referenced original article in the Financial Times. The op-ed by Simon Kuper, titled “Return of the two Europes”, focuses on the differences between Western and Eastern Europe regarding Russia and the war in Ukraine. In its conclusion, the article states that if Russian troops ever were to attack one of the capitals of the neighbouring countries, such as Vilnius, “pro-Putinist far-right parties will immediately demand ‘peace’ (meaning surrender)”. Then Kuper adds: “I put it to a major eastern European politician that western European states care little about wars in eastern Europe. He replied, “We know. That’s why some of our countries are asking, ‘Why don’t we attack Russia now, instead of sitting waiting for it to attack us?’”. This is radically different from the claim that there are “discussions on pre-emptive attacks on Russia”, as this disinformation story disingenuously claims. The goal of this disinformation story is to promote a recurring pro-Kremlin disinformation narrative about destabilising Russia . This is also part of a wider disinformation campaign to portray Europe as a warmongering actor opposed to “peace” in contrast to Russia and the US. See here , here and here for full debunking of this disinformation narrative. Quoting Western legitimate sources while distorting their content to introduce a pro-Kremlin message as if it were part of the original story is a frequent pro-Kremlin manipulative technique . See other examples in our database, such as claims that Ukraine is struggling with flow of wounded soldiers according to CNN , that a Wall Street Journal article confirms that Biden was never in charge in the US , that according to the WSJ Europe’s full storage gas sites are in fact a reflection of its weakness and vulnerability , or that The Guardian exposed how US Democrats exploited irregularities in mail-in voting .",https://www.rt.com/news/613881-eastern-europe-preemptive-strike-russia/,http://web.archive.org/web/20250311063333/https://www.rt.com/news/613881-eastern-europe-preemptive-strike-russia/ | https://archive.euvsd.info/snapshots/1effe5e2-6c72-6e4a-9c49-06a13b0e4978
